,starting coordinate,ending coordinate,vertices,issues ID,severe issue,minor issue,total distance,ave_severe_issue/meter,ave_minor_issue/meter,elevation
1491,"47.774564,-122.341052","47.774355,-122.34208","[(47.774564, -122.341052), (47.774355, -122.34208)]",[],0,0,0.0,0,0,[0.0]
1492,"47.6123308,-122.3409861","47.6100167,-122.3369143","[(47.6123308, -122.3409861), (47.6122745, -122.3409026), (47.6124213, -122.3407127), (47.6117543, -122.3395844), (47.6116112, -122.3397807), (47.6115081, -122.3395883), (47.6116516, -122.3394226), (47.6108609, -122.3386489), (47.6107142, -122.3385334), (47.609862, -122.3377538), (47.6097311, -122.3375968), (47.6100167, -122.3369143)]","[10681, 27901, 10667, 10565]",1,3,572.407472607,0.0017470072419668295,0.005241021725900488,"[-0.0055, -0.0507, -0.0186, -0.0369, -0.0271, -0.0296, -0.0208, 0.0, -0.0215, -0.0214, -0.0066]"
1493,"47.7338754,-122.2972724","47.7338795,-122.2977792","[(47.7338754, -122.2972724), (47.7338803, -122.2978749), (47.7338795, -122.2977792)]","[127818, 127821]",0,2,69.8223268708,0,0.028644132752840504,"[-0.0619, -0.0619]"
1494,"47.6608634,-122.2985995","47.6628813,-122.3010363","[(47.6608634, -122.2985995), (47.6605783, -122.2993539), (47.660312, -122.2998234), (47.660474, -122.3000253), (47.6605896, -122.3007672), (47.6605932, -122.30104), (47.6605932, -122.3010401), (47.6605975, -122.30104), (47.6609827, -122.3010349), (47.6611354, -122.3010345), (47.6611488, -122.3010344), (47.6613532, -122.3010343), (47.6613549, -122.3010343), (47.6628813, -122.3010363)]","[146578, 146583, 146585, 146592, 146355, 146442, 146444]",0,7,491.6910715,0,0.014236581475128983,"[0.0066, 0.0195, 0.0042, -0.0134, 0.0, -0.0106, -0.0106, 0.0047, 0.0047, 0.0047, 0.0047, 0.0047]"
1495,"47.6198381,-122.3203331","47.61516,-122.3210643","[(47.6198381, -122.3203331), (47.6198352, -122.3207373), (47.6188114, -122.3207211), (47.6186724, -122.320721), (47.6176271, -122.3207043), (47.6175161, -122.3207065), (47.6164043, -122.3206854), (47.6153303, -122.3206717), (47.6153257, -122.3209387), (47.6151609, -122.3209339), (47.61516, -122.3210643)]","[49791, 49799, 49803, 49805, 51113, 51122]",0,6,547.199398785,0,0.01096492432799719,"[0.0098, -0.0044, 0.0, 0.0, -0.0081, -0.0243, -0.0251, 0.0, -0.0491, -0.0298]"
1496,"47.610071,-122.3339851","47.6082683,-122.3332637","[(47.610071, -122.3339851), (47.6097885, -122.33466), (47.6096514, -122.3345252), (47.6095778, -122.3346787), (47.6087327, -122.3339051), (47.6087974, -122.3337435), (47.6086572, -122.3336198), (47.6082683, -122.3332637)]","[10514, 10518, 39695]",0,3,312.819681426,0,0.009590189422630404,"[0.0207, 0.0546, 0.0283, -0.0453, 0.0567, 0.011, 0.0743]"
1497,"47.6057175,-122.333581","47.6073805,-122.3343058","[(47.6057175, -122.333581), (47.605976, -122.3329625), (47.6060702, -122.3327373), (47.6062038, -122.3328595), (47.6067836, -122.3333902), (47.6069177, -122.3335173), (47.6068203, -122.3337494), (47.6073941, -122.3342732), (47.6073805, -122.3343058)]","[10455, 10483, 10484, 10486, 10490, 10491, 10493, 10487]",4,4,313.024063136,0.012778570311578759,0.012778570311578759,"[-0.1161, 0.0603, -0.063, -0.0092, 0.0057, 0.0682, 0.0, -0.1202]"
1498,"47.30581,-122.23201","47.305622,-122.231681","[(47.30581, -122.23201), (47.305622, -122.231681)]",[],0,0,0.0,0,0,[0.0]
1499,"47.6621095,-122.313004","47.6621425,-122.3130035","[(47.6621095, -122.313004), (47.6613543, -122.3130156), (47.6621425, -122.3130035)]",[],0,0,154.358195443,0,0,"[-0.0288, -0.0288]"
1500,"47.5716731,-122.3275507","47.5719363,-122.327555","[(47.5716731, -122.3275507), (47.5717326, -122.3275523), (47.5719363, -122.327555)]",[],0,0,26.3239401892,0,0,"[0.0, 0.0001]"
1501,"47.6198381,-122.3203331","47.6223243,-122.3207791","[(47.6198381, -122.3203331), (47.6198352, -122.3207373), (47.6199822, -122.3207396), (47.621022, -122.3207563), (47.6211316, -122.320758), (47.6219284, -122.3207706), (47.6220421, -122.3207746), (47.6223243, -122.3207791)]","[48914, 49818, 49824, 49833, 49839, 49863, 49879, 49898, 49902, 49911]",2,8,289.368151026,0.006911610669339188,0.02764644267735675,"[0.0098, -0.0061, -0.0061, 0.0, -0.0045, -0.0079, -0.0044]"
1502,"47.6110496,-122.3381979","47.6109685,-122.3372535","[(47.6110496, -122.3381979), (47.6112318, -122.3377627), (47.6110919, -122.3376311), (47.6111831, -122.337451), (47.6109685, -122.3372535)]",[39603],0,1,115.739416021,0,0.008640098890947039,"[-0.0294, 0.0109, -0.0355, 0.0016]"
1503,"47.6106544,-122.3403334","47.6108059,-122.3389151","[(47.6106544, -122.3403334), (47.6102851, -122.3399954), (47.6103956, -122.3397502), (47.6107619, -122.3388745), (47.6108059, -122.3389151)]",[39580],0,1,177.866810062,0,0.00562218437298187,"[0.0399, 0.0045, -0.0207, 0.0222]"
1504,"47.5987152,-122.3173462","47.5996111,-122.3170951","[(47.5987152, -122.3173462), (47.5990886, -122.317344), (47.5991015, -122.3171028), (47.5992715, -122.3170923), (47.5996111, -122.3170951)]",[40146],1,0,112.488669612,0.008889784219607424,0,"[0.0093, -0.011, 0.0476, -0.0524]"
1505,"47.16526,-122.512977","47.165218,-122.513435","[(47.16526, -122.512977), (47.165218, -122.513435)]",[],0,0,0.0,0,0,[0.0]
1506,"47.615448,-122.194642","47.615272,-122.19625","[(47.615448, -122.194642), (47.615272, -122.19625)]",[],0,0,0.0,0,0,[0.0]
1507,"47.5389382,-122.2837801","47.5393786,-122.282125","[(47.5389382, -122.2837801), (47.5389383, -122.2823225), (47.538849, -122.2823216), (47.5388289, -122.2823214), (47.5388292, -122.2822501), (47.5387938, -122.2822331), (47.5388349, -122.2820465), (47.5370981, -122.2812104), (47.5371357, -122.2810399), (47.5371718, -122.2810573), (47.5388337, -122.2818573), (47.5389432, -122.2819104), (47.5393786, -122.282125)]",[],0,0,646.242989787,0,0,"[-0.0093, 0.0082, 0.0082, 0.0083, -0.004, 0.0135, -0.003, -0.0222, 0.0025, 0.0025, 0.0, -0.0015]"
1508,"47.6057172,-122.334012","47.6026737,-122.3311792","[(47.6057172, -122.334012), (47.6057428, -122.3339489), (47.6056013, -122.3338589), (47.6050175, -122.3333248), (47.6048998, -122.3331777), (47.6043161, -122.3326442), (47.6041817, -122.3325371), (47.6040895, -122.3327577), (47.6035093, -122.3322272), (47.6035993, -122.3320046), (47.6034643, -122.3319026), (47.6028813, -122.3313693), (47.6027426, -122.3312425), (47.6026737, -122.3311792)]","[46762, 47219]",0,2,468.425334929,0,0.004269623888513769,"[0.153, -0.1052, -0.0524, -0.0526, -0.0433, 0.0, 0.077, 0.0369, 0.0, -0.0237, -0.0118, -0.0497, -0.0409]"
1509,"47.676326,-122.203372","47.676505,-122.203499","[(47.676326, -122.203372), (47.676505, -122.203499)]",[],0,0,0.0,0,0,[0.0]
1510,"47.6621095,-122.313004","47.6622225,-122.3132278","[(47.6621095, -122.313004), (47.6613543, -122.3130156), (47.6613532, -122.3132411), (47.6622225, -122.3132278)]",[],0,0,185.019350347,0,0,"[-0.0288, 0.0295, 0.0292]"
1511,"47.6562189,-122.3119152","47.6563648,-122.3122033","[(47.6562189, -122.3119152), (47.6562023, -122.3119155), (47.656127, -122.3119234), (47.6561274, -122.3119323), (47.6561406, -122.3122072), (47.6562638, -122.312206), (47.6563648, -122.3122033)]",[147375],0,1,60.0683629239,0,0.01664769857747852,"[-0.0468, -0.0234, 0.0655, 0.0655, -0.0438, 0.0596]"
1512,"47.316669,-122.303142","47.316649,-122.303182","[(47.316669, -122.303142), (47.316649, -122.303182)]",[],0,0,0.0,0,0,[0.0]
1513,"47.676746,-122.124176","47.676708,-122.125109","[(47.676746, -122.124176), (47.676708, -122.125109)]",[],0,0,0.0,0,0,[0.0]
1514,"47.608821,-122.3369371","47.6050137,-122.3335979","[(47.608821, -122.3369371), (47.6087592, -122.3370616), (47.608653, -122.3369319), (47.6077909, -122.3361429), (47.6076434, -122.3360406), (47.6070669, -122.3355132), (47.6069381, -122.3353628), (47.6070239, -122.3351578), (47.6064506, -122.3346334), (47.6063271, -122.3344833), (47.6057428, -122.3339489), (47.6056013, -122.3338589), (47.6055176, -122.334059), (47.6050137, -122.3335979)]","[10588, 10477, 10450, 10465, 46768, 10507, 10508, 46764, 10439, 10440]",0,10,568.716045525,0,0.017583467318504572,"[0.0574, 0.0392, 0.0, -0.0331, -0.0027, -0.0055, 0.0993, -0.0067, 0.0394, 0.0039, -0.1052, 0.0735, 0.0642]"
1515,"47.6166504,-122.3269061","47.6165533,-122.3266755","[(47.6166504, -122.3269061), (47.6164115, -122.3268991), (47.6164115, -122.326898), (47.6164146, -122.3266696), (47.6165533, -122.3266755)]","[48367, 48368, 48369]",0,3,60.7348998002,0,0.049394993815251365,"[-0.0402, -0.058, -0.058, 0.0238]"
1516,"47.5991861,-122.3222968","47.5977963,-122.3291802","[(47.5991861, -122.3222968), (47.5990834, -122.3222969), (47.5990862, -122.3225933), (47.5990881, -122.3236142), (47.5984309, -122.3236171), (47.5982679, -122.3236217), (47.5975973, -122.3236241), (47.5974167, -122.323609), (47.5967642, -122.3236117), (47.5965784, -122.3236182), (47.5959333, -122.3236208), (47.5957164, -122.3236514), (47.5950846, -122.3236493), (47.5950842, -122.3236493), (47.5950842, -122.3236505), (47.5950839, -122.3238829), (47.5949048, -122.3238834), (47.5949063, -122.3249619), (47.5949173, -122.3251843), (47.5949174, -122.3256436), (47.5947286, -122.3258783), (47.5924881, -122.3258794), (47.5924881, -122.3258206), (47.5922983, -122.3258202), (47.592299, -122.3261166), (47.5923003, -122.3272518), (47.5923019, -122.3273149), (47.5922989, -122.3274769), (47.5922994, -122.3288569), (47.5923248, -122.3292396), (47.5924763, -122.3292488), (47.5942888, -122.3292586), (47.5964908, -122.3292625), (47.5965913, -122.3292535), (47.5966077, -122.329252), (47.5976036, -122.3291933), (47.5977963, -122.3291802)]","[26905, 26913, 26916, 26522, 27067, 27074, 27079, 156430, 27859, 27861, 27863, 27841, 39335, 39339, 27809, 27810, 27812, 27814, 27817, 27819, 27822, 27823, 27824, 27825, 27826, 27827, 27829, 27830, 27832, 27835, 27386]",12,19,1928.51291357,0.006222411017096329,0.009852150777069189,"[0.0521, 0.0404, -0.0495, -0.0424, 0.0662, -0.0134, -0.0348, -0.0496, 0.0048, -0.0307, 0.033, -0.0112, -0.0112, 0.0171, 0.0171, -0.0201, -0.0284, 0.0119, -0.0232, 0.0219, -0.0116, 0.0053, 0.0095, 0.0045, -0.0117, -0.0211, 0.0082, -0.0116, -0.0104, 0.0, 0.0015, -0.0041, 0.0008, 0.0008, 0.0008, -0.0011]"
1517,"47.156799,-122.504508","47.159915,-122.504592","[(47.156799, -122.504508), (47.159915, -122.504592)]",[],0,0,0.0,0,0,[0.0]
1518,"47.386661,-122.242894","47.386704,-122.242532","[(47.386661, -122.242894), (47.386704, -122.242532)]",[],0,0,0.0,0,0,[0.0]
1519,"47.7014393,-122.3271262","47.7021732,-122.3283492","[(47.7014393, -122.3271262), (47.701441, -122.3272178), (47.701439, -122.3283395), (47.7021732, -122.3283492)]",[],0,0,194.758163051,0,0,"[0.0252, 0.0107, -0.0054]"
1520,"47.608821,-122.3369371","47.6099958,-122.3381573","[(47.608821, -122.3369371), (47.6088798, -122.3368186), (47.6097311, -122.3375968), (47.609862, -122.3377538), (47.609761, -122.3379426), (47.6099958, -122.3381573)]",[10620],1,0,202.236653272,0.00494470207958262,0,"[0.0574, 0.0018, -0.0214, 0.0055, 0.0244]"
1521,"47.5643151,-122.3295616","47.5653364,-122.3292762","[(47.5643151, -122.3295616), (47.5646255, -122.3295706), (47.5646303, -122.3295707), (47.5646306, -122.3295448), (47.5646343, -122.3292672), (47.5653364, -122.3292762)]","[1336, 1337]",0,2,132.101556674,0,0.015139867011053488,"[0.0, 0.0, 0.0044, 0.0044, 0.0]"
1522,"47.6542181,-122.3028195","47.6542526,-122.3028092","[(47.6542181, -122.3028195), (47.6550271, -122.302578), (47.6542526, -122.3028092)]","[146549, 146551, 146553, 146555, 146556, 146558]",0,6,165.254880109,0,0.03630755107526377,"[-0.0107, -0.0107]"
1523,"47.618649,-122.3480498","47.6184502,-122.347599","[(47.618649, -122.3480498), (47.6186519, -122.3487923), (47.6184998, -122.3488473), (47.618407, -122.3488666), (47.6184043, -122.3488621), (47.6183613, -122.3487894), (47.6179248, -122.3480508), (47.6178139, -122.3478391), (47.6180854, -122.3475053), (47.6184499, -122.3474915), (47.6184502, -122.347599)]","[11084, 47053]",0,2,308.820662114,0,0.006476250605483126,"[-0.0051, 0.0172, -0.0096, -0.0123, -0.0123, -0.0123, -0.0099, -0.0102, -0.0099, 0.0103]"
1524,"47.6135782,-122.3283781","47.613803,-122.3283672","[(47.6135782, -122.3283781), (47.613428, -122.3287368), (47.6135898, -122.3288761), (47.613803, -122.3283672)]",[48604],0,1,115.41358739,0,0.008664491093427712,"[-0.0761, 0.0, 0.0722]"
1525,"47.5507061,-122.2580598","47.551102,-122.2593222","[(47.5507061, -122.2580598), (47.551102, -122.2593222)]",[],0,0,264.604653777,0,0,"[0.0048, 0.0048]"
1526,"47.5596611,-122.3037133","47.5592413,-122.3046261","[(47.5596611, -122.3037133), (47.5595847, -122.3042807), (47.559721, -122.3043268), (47.559709, -122.3044878), (47.5596964, -122.3046021), (47.5595365, -122.3045541), (47.5595292, -122.3047145), (47.5592413, -122.3046261)]","[5939, 5940, 5941, 5942]",1,3,162.1525669,0.006167031574737857,0.018501094724213574,"[0.049, 0.0, -0.0328, -0.023, 0.0, -0.0165, -0.0126]"
1527,"47.6096833,-122.3377459","47.6099635,-122.3378467","[(47.6096833, -122.3377459), (47.6097311, -122.3375968), (47.609862, -122.3377538), (47.6099635, -122.3378467)]",[],0,0,49.8581630615,0,0,"[0.0044, -0.0214, -0.0215]"
1528,"47.6094365,-122.3246668","47.6096285,-122.3246966","[(47.6094365, -122.3246668), (47.6093085, -122.3249727), (47.6094571, -122.3251063), (47.6096285, -122.3246966)]",[47342],0,1,97.5535753583,0,0.010250777547899796,"[-0.0222, 0.0103, 0.021]"
1529,"47.306153,-122.232019","47.30574,-122.231968","[(47.306153, -122.232019), (47.30574, -122.231968)]",[],0,0,0.0,0,0,[0.0]
1530,"47.166011,-122.515556","47.159919,-122.504592","[(47.166011, -122.515556), (47.159919, -122.504592)]",[],0,0,0.0,0,0,[0.0]
1531,"47.7319723,-122.2823502","47.7320172,-122.2823915","[(47.7319723, -122.2823502), (47.7337849, -122.2844901), (47.7320172, -122.2823915)]",[],0,0,554.828702067,0,0,"[-0.0018, -0.0018]"
1532,"47.545668,-122.019385","47.54578,-122.020016","[(47.545668, -122.019385), (47.54578, -122.020016)]",[],0,0,0.0,0,0,[0.0]
1533,"47.243427,-122.525695","47.243278,-122.525657","[(47.243427, -122.525695), (47.243278, -122.525657)]",[],0,0,0.0,0,0,[0.0]
1534,"47.6637611,-122.3768356","47.663143,-122.3764414","[(47.6637611, -122.3768356), (47.6637563, -122.3764202), (47.6635825, -122.3764411), (47.663143, -122.3764414)]",[106988],0,1,102.997996887,0,0.009708926680327681,"[0.0086, 0.0052, 0.0064]"
1535,"47.6621861,-122.3474542","47.6622175,-122.350538","[(47.6621861, -122.3474542), (47.6621862, -122.3475071), (47.6621879, -122.3485017), (47.6622149, -122.3486637), (47.6622169, -122.3499245), (47.6622172, -122.3501421), (47.6622175, -122.350538)]","[113494, 113506, 113516, 113314, 113323, 113334, 113339, 113347, 113359, 113362, 113368, 113373, 113380]",4,9,308.603804244,0.012961603016527311,0.02916360678718645,"[-0.0076, -0.0415, -0.0239, -0.0412, -0.0122, -0.0127]"
1536,"47.604127,-122.3326679","47.604371,-122.3344434","[(47.604127, -122.3326679), (47.6041817, -122.3325371), (47.6043161, -122.3326442), (47.6048998, -122.3331777), (47.6050175, -122.3333248), (47.6056013, -122.3338589), (47.6057428, -122.3339489), (47.6063271, -122.3344833), (47.6064506, -122.3346334), (47.6070239, -122.3351578), (47.6069381, -122.3353628), (47.6070669, -122.3355132), (47.6076434, -122.3360406), (47.6077909, -122.3361429), (47.608653, -122.3369319), (47.6087306, -122.336717), (47.6088798, -122.3368186), (47.6097311, -122.3375968), (47.6096436, -122.3378701), (47.6092845, -122.3387288), (47.6084005, -122.3379202), (47.6082817, -122.3378208), (47.6074195, -122.337032), (47.6072819, -122.3369061), (47.606705, -122.3363783), (47.6065636, -122.3362582), (47.6064651, -122.3364937), (47.6058837, -122.3359618), (47.6059858, -122.3357295), (47.6058622, -122.3356002), (47.6052785, -122.3350663), (47.6051459, -122.3349473), (47.6045626, -122.3344137), (47.6044344, -122.3342919), (47.604371, -122.3344434)]","[46762, 46764, 10507, 10508, 10465, 10450, 10477, 46768, 10588, 10615]",1,9,1659.69461145,0.0006025204836487792,0.005422684352839013,"[0.077, 0.0, -0.0433, -0.0526, -0.0524, -0.1052, 0.0039, 0.0394, -0.0067, 0.0993, -0.0055, -0.0027, -0.0331, 0.0, 0.0491, 0.011, 0.0018, 0.0044, -0.0145, -0.0364, -0.0132, -0.0266, -0.0389, 0.0013, -0.0331, 0.0817, 0.0197, -0.0048, -0.0178, 0.0013, -0.0232, -0.0066, -0.0354, 0.0713]"
1537,"47.6021196,-122.3321893","47.6023627,-122.3350587","[(47.6021196, -122.3321893), (47.6019677, -122.3320506), (47.6019027, -122.3319913), (47.6018346, -122.3321543), (47.6018022, -122.3322319), (47.6016381, -122.3322327), (47.6016377, -122.3322327), (47.6016389, -122.3327535), (47.6009629, -122.3327559), (47.6009687, -122.3329969), (47.6007988, -122.3329981), (47.6007983, -122.3329981), (47.6008015, -122.3340495), (47.60097, -122.3340488), (47.6016522, -122.3340464), (47.601649, -122.3343112), (47.6018111, -122.3343106), (47.6018117, -122.3347707), (47.6018077, -122.334988), (47.6023627, -122.3350587)]","[25178, 25292, 25385, 25393, 25401, 25405, 25408, 25353, 25356, 25362, 11592, 11629]",9,3,589.31639314,0.015271932199355178,0.005090644066451726,"[-0.0062, -0.0062, 0.1411, 0.1411, -0.0164, -0.0164, -0.0401, -0.0106, 0.0221, -0.0106, -0.0106, -0.017, -0.016, -0.0092, 0.0251, -0.0167, 0.0318, 0.0306, 0.0059]"
1538,"47.6025657,-122.3312309","47.601706,-122.330287","[(47.6025657, -122.3312309), (47.601706, -122.330287)]",[],0,0,140.230521119,0,0,[0.0]
1539,"47.5174512,-122.353692","47.5172705,-122.354075","[(47.5174512, -122.353692), (47.5174527, -122.3539526), (47.517455, -122.3541143), (47.5172713, -122.3541166), (47.5172707, -122.3541166), (47.5172707, -122.3541154), (47.5172705, -122.354075)]",[],0,0,64.8235566523,0,0,"[-0.0151, 0.0, 0.0, 0.0, 0.0, 0.0]"
1540,"47.445373,-122.2965","47.44533,-122.296458","[(47.445373, -122.2965), (47.44533, -122.296458)]",[],0,0,0.0,0,0,[0.0]
1541,"47.383577,-122.232436","47.385005,-122.232757","[(47.383577, -122.232436), (47.385005, -122.232757)]",[],0,0,0.0,0,0,[0.0]
1542,"47.676063,-122.2901724","47.6758538,-122.2906459","[(47.676063, -122.2901724), (47.6758558, -122.2901666), (47.6758529, -122.2903842), (47.6758538, -122.2906459)]",[],0,0,68.6602032863,0,0,"[-0.0186, -0.0918, -0.0814]"
1543,"47.480192,-122.208009","47.480616,-122.208061","[(47.480192, -122.208009), (47.480616, -122.208061)]",[],0,0,0.0,0,0,[0.0]
1544,"47.254962,-122.439552","47.25428,-122.43959","[(47.254962, -122.439552), (47.25428, -122.43959)]",[],0,0,0.0,0,0,[0.0]
1545,"47.6494236,-122.3432033","47.6495239,-122.3437761","[(47.6494236, -122.3432033), (47.6495546, -122.3439516), (47.6495239, -122.3437761)]","[128849, 129417, 129420, 129426]",0,4,93.7845047066,0,0.04265096896886137,"[0.0144, 0.0144]"
1546,"47.6120852,-122.3354675","47.6123503,-122.3372167","[(47.6120852, -122.3354675), (47.6120349, -122.3354245), (47.6116471, -122.3363519), (47.6117629, -122.3364582), (47.6116961, -122.3366177), (47.6123503, -122.3372167)]",[10594],0,1,228.851170359,0,0.004369652112460389,"[0.0528, -0.0073, 0.033, 0.0, -0.0178]"
1547,"47.6111307,-122.3347355","47.6112959,-122.3390416","[(47.6111307, -122.3347355), (47.6107836, -122.3355615), (47.6106338, -122.3354337), (47.6105778, -122.3355918), (47.6101969, -122.3365027), (47.6100898, -122.3367396), (47.6097311, -122.3375968), (47.609862, -122.3377538), (47.6107142, -122.3385334), (47.6108609, -122.3386489), (47.6112959, -122.3390416)]","[10579, 39674, 39678, 10565]",1,3,556.929572916,0.001795559166958628,0.0053866775008758845,"[0.0098, 0.0312, 0.0224, -0.0062, 0.0047, -0.0066, -0.0214, -0.0215, 0.0, -0.0208]"
1548,"47.6078323,-122.3360509","47.6103375,-122.3381888","[(47.6078323, -122.3360509), (47.6077909, -122.3361429), (47.608653, -122.3369319), (47.6087306, -122.336717), (47.6088798, -122.3368186), (47.6097311, -122.3375968), (47.609862, -122.3377538), (47.6103375, -122.3381888)]",[10588],0,1,368.078071332,0,0.00271681493108674,"[0.1039, 0.0, 0.0491, 0.011, 0.0018, -0.0214, -0.0215]"
1549,"47.6086998,-122.3385473","47.6083013,-122.33661","[(47.6086998, -122.3385473), (47.6091862, -122.3389923), (47.6092845, -122.3387288), (47.6096436, -122.3378701), (47.6097311, -122.3375968), (47.6088798, -122.3368186), (47.6087306, -122.336717), (47.608653, -122.3369319), (47.6083013, -122.33661)]",[],0,0,419.736779024,0,0,"[0.0556, 0.0, -0.0145, 0.0044, 0.0018, 0.011, 0.0491, 0.0]"
1550,"47.7340925,-122.3187944","47.7340972,-122.3192989","[(47.7340925, -122.3187944), (47.7340861, -122.3181143), (47.7340972, -122.3192989)]","[127008, 127006, 127007]",0,3,186.478211631,0,0.01608767037053984,"[-0.0199, -0.0199]"
1551,"47.7338821,-122.2980985","47.7338401,-122.2921931","[(47.7338821, -122.2980985), (47.7338905, -122.2991442), (47.7338897, -122.2991442), (47.7337254, -122.2991471), (47.7337131, -122.2978779), (47.7337049, -122.2965978), (47.7337035, -122.296428), (47.7336912, -122.2951635), (47.7336831, -122.2938908), (47.7336763, -122.2937285), (47.733667, -122.2925792), (47.7336887, -122.2922827), (47.7338396, -122.2922811), (47.7338405, -122.2922811), (47.7338401, -122.2921931)]","[127768, 127773, 127781, 127787, 127794, 127801, 127808, 129523, 129526, 129531, 129537, 129539, 129478, 129482, 129490, 129492, 129498, 129505, 129509, 128457, 128464, 128465, 128489, 128495, 128438, 128446, 128448, 128451, 128246, 128247]",0,30,831.621898733,0,0.03607408612699459,"[-0.0355, 0.0272, 0.0272, 0.0378, 0.0615, -0.055, -0.0021, -0.0042, -0.0082, -0.0209, 0.0268, 0.0059, 0.0059, 0.0341]"
1552,"47.7342043,-122.3585417","47.734209,-122.3577694","[(47.7342043, -122.3585417), (47.7342006, -122.3591678), (47.734209, -122.3577694)]",[],0,0,202.453616126,0,0,"[0.04, 0.04]"
1553,"47.6069996,-122.3354346","47.6078578,-122.337433","[(47.6069996, -122.3354346), (47.6070669, -122.3355132), (47.6076434, -122.3360406), (47.6077909, -122.3361429), (47.608653, -122.3369319), (47.6087306, -122.336717), (47.6088798, -122.3368186), (47.6097311, -122.3375968), (47.6096436, -122.3378701), (47.6092845, -122.3387288), (47.6084005, -122.3379202), (47.6082817, -122.3378208), (47.6078578, -122.337433)]","[10465, 10450, 10477, 46768, 10588]",0,5,694.054183203,0,0.0072040485037106455,"[-0.0055, -0.0027, -0.0331, 0.0, 0.0491, 0.011, 0.0018, 0.0044, -0.0145, -0.0364, -0.0132, -0.0266]"
1554,"47.6046091,-122.3344562","47.6064516,-122.3349178","[(47.6046091, -122.3344562), (47.6051459, -122.3349473), (47.6052785, -122.3350663), (47.6058622, -122.3356002), (47.6059858, -122.3357295), (47.6058837, -122.3359618), (47.6064651, -122.3364937), (47.6065636, -122.3362582), (47.606705, -122.3363783), (47.6072819, -122.3369061), (47.6074195, -122.337032), (47.6082817, -122.3378208), (47.6084005, -122.3379202), (47.6092845, -122.3387288), (47.6096436, -122.3378701), (47.6097311, -122.3375968), (47.6088798, -122.3368186), (47.6087306, -122.336717), (47.608653, -122.3369319), (47.6077909, -122.3361429), (47.6076434, -122.3360406), (47.6070669, -122.3355132), (47.6069381, -122.3353628), (47.6064516, -122.3349178)]","[10615, 10588, 10477, 10450, 10465, 46768, 10446, 10448]",1,7,1261.50598248,0.0007927033354464146,0.005548923348124903,"[-0.0066, -0.0232, 0.0013, -0.0178, -0.0048, 0.0197, 0.0817, -0.0331, 0.0013, -0.0389, -0.0266, -0.0132, -0.0364, -0.0145, 0.0044, 0.0018, 0.011, 0.0491, 0.0, -0.0331, -0.0027, -0.0055, 0.0093]"
1555,"47.6062878,-122.3202409","47.6061051,-122.3212161","[(47.6062878, -122.3202409), (47.6062883, -122.3206174), (47.606136, -122.3206211), (47.6060827, -122.3206211), (47.6060826, -122.3206211), (47.6060825, -122.3208881), (47.6061702, -122.3209634), (47.6061957, -122.3209854), (47.6061051, -122.3212161)]","[40990, 40991]",1,1,124.636782849,0.008023313640959285,0.008023313640959285,"[-0.0797, 0.0059, -0.0294, -0.0294, -0.0149, 0.0275, 0.0275, 0.0247]"
1556,"47.5986222,-122.32778","47.5991113,-122.3280252","[(47.5986222, -122.32778), (47.5991109, -122.327776), (47.5991113, -122.3280252)]",[],0,0,73.7916690711,0,0,"[0.0095, -0.0695]"
1557,"47.5224266,-122.2795926","47.5234087,-122.2770321","[(47.5224266, -122.2795926), (47.521936, -122.2797492), (47.5218244, -122.2797409), (47.5215837, -122.2798222), (47.5215576, -122.2798316), (47.5215501, -122.2797863), (47.5215326, -122.2796806), (47.5215164, -122.2795677), (47.5215031, -122.2794748), (47.5218924, -122.2793721), (47.5219975, -122.2793177), (47.5231812, -122.2788909), (47.5231862, -122.2788143), (47.5231871, -122.2787992), (47.5232177, -122.277574), (47.5232218, -122.2771086), (47.5233993, -122.2771012), (47.5234101, -122.2771007), (47.5234087, -122.2770321)]",[],0,0,508.888212464,0,0,"[0.0043, -0.0081, 0.0033, 0.0033, 0.0598, 0.0598, -0.0126, -0.0126, 0.0087, 0.0081, -0.0066, 0.0191, 0.0191, 0.0191, -0.0086, -0.043, -0.043, 0.0049]"
1558,"47.676746,-122.124176","47.676731,-122.12513","[(47.676746, -122.124176), (47.676731, -122.12513)]",[],0,0,0.0,0,0,[0.0]
1559,"47.6121169,-122.3391156","47.6113491,-122.339415","[(47.6121169, -122.3391156), (47.6117543, -122.3395844), (47.6116112, -122.3397807), (47.6115081, -122.3395883), (47.6113491, -122.339415)]","[10667, 10662]",0,2,128.905957812,0,0.015515186682971766,"[-0.0446, -0.0369, -0.0271, 0.0222]"
1560,"47.384703,-122.232789","47.385125,-122.232558","[(47.384703, -122.232789), (47.385125, -122.232558)]",[],0,0,0.0,0,0,[0.0]
1561,"47.384703,-122.232789","47.383873,-122.232484","[(47.384703, -122.232789), (47.383873, -122.232484)]",[],0,0,0.0,0,0,[0.0]
